mode,query,query_type,difficulty,latency,ndcg@5,ndcg@10,mrr,recall@5,recall@10,precision@5,precision@10,f1@5,f1@10,result_doc_types
Hybrid_CrossEncoder_L6,recommended paper types,keyword,easy,1.5470263957977295,0.3391602052736161,0.3391602052736161,1.0,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,how to reset the device,semantic,easy,20.984245777130127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,scan to email,keyword,easy,6.495142221450806,0.13120507751234178,0.13120507751234178,0.2,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,print from mobile phone,semantic,medium,11.832006454467773,0.5531464700081437,0.5531464700081437,1.0,0.4,0.4,0.4,0.2,0.4000000000000001,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,connect printer to wifi network,semantic,medium,9.688727378845215,0.6992148198508501,0.8200261225503443,1.0,0.6,0.8,0.6,0.4,0.6,0.5333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,replace toner cartridge,keyword,easy,9.143047332763672,0.48522855511632257,0.5922216874835863,1.0,0.4,0.6,0.4,0.3,0.4000000000000001,0.4,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,clean the printhead,semantic,medium,11.878493309020996,0.34519134224686937,0.6673352714949169,0.5,0.4,1.0,0.4,0.5,0.4000000000000001,0.6666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,paper jam solution,keyword,easy,9.015392065048218,0.830419897363192,0.9374130297304558,1.0,0.8,1.0,0.8,0.5,0.8000000000000002,0.6666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,send fax to multiple recipients,semantic,hard,11.15589165687561,0.639945385422766,0.639945385422766,1.0,0.6,0.6,0.6,0.3,0.6,0.4,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,factory reset printer,semantic,medium,10.237942695617676,0.21398626473452756,0.31608365985743925,0.5,0.2,0.4,0.2,0.2,0.20000000000000004,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,software update for printer,semantic,medium,11.610601425170898,0.7227265726449519,0.7227265726449519,1.0,0.6,0.6,0.6,0.3,0.6,0.4,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,configure network settings,semantic,hard,7.730720281600952,0.27727342735504823,0.49242422423583193,0.25,0.4,0.8,0.4,0.4,0.4000000000000001,0.5333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,check ink level,keyword,easy,11.494759321212769,0.3391602052736161,0.45221360703148816,1.0,0.2,0.4,0.2,0.2,0.20000000000000004,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,duplex printing setup,semantic,medium,11.23936414718628,0.0,0.11305340175787204,0.14285714285714285,0.0,0.2,0.0,0.1,0.0,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,scan document to USB drive,semantic,medium,9.10796308517456,0.3391602052736161,0.3391602052736161,1.0,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,setup email notification,semantic,hard,11.383159875869751,0.3391602052736161,0.3391602052736161,1.0,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,how to install printer driver,semantic,medium,14.122633934020996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,wireless connection setup,semantic,medium,10.950583219528198,0.14606834984270645,0.14606834984270645,0.25,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,maintenance schedule,keyword,medium,17.940763235092163,0.16958010263680806,0.16958010263680806,0.3333333333333333,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,troubleshoot print quality,semantic,hard,9.012748718261719,0.48522855511632257,0.5873259502392343,1.0,0.4,0.6,0.4,0.3,0.4000000000000001,0.4,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,energy saving mode,keyword,easy,11.110327959060669,0.3391602052736161,0.4412576003965278,1.0,0.2,0.4,0.2,0.2,0.20000000000000004,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,how to scan multiple pages,semantic,medium,13.644821882247925,0.0,0.1208113026994942,0.16666666666666666,0.0,0.2,0.0,0.1,0.0,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,change paper size,keyword,easy,10.646246433258057,0.4703652827859579,0.4703652827859579,1.0,0.4,0.4,0.4,0.2,0.4000000000000001,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,set up scan to network folder,semantic,hard,6.076416969299316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,firmware upgrade instructions,semantic,medium,11.693140029907227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,default settings,keyword,easy,9.957689762115479,0.3391602052736161,0.3391602052736161,1.0,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,how to use automatic document feeder,semantic,medium,12.158903360366821,0.6992148198508501,0.6992148198508501,1.0,0.6,0.6,0.6,0.3,0.6,0.4,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,adjust print density,semantic,medium,12.657889127731323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,cancel print job,keyword,easy,19.679152011871338,0.0,0.11305340175787204,0.14285714285714285,0.0,0.2,0.0,0.1,0.0,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,network troubleshooting guide,semantic,hard,7.483491897583008,0.16958010263680806,0.16958010263680806,0.3333333333333333,0.2,0.2,0.2,0.1,0.20000000000000004,0.13333333333333333,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
Hybrid_CrossEncoder_L12,recommended paper types,keyword,easy,8.894765615463257,0.3391602052736161,0.4371994911049732,1.0,0.2,0.4,0.2,0.2,0.20000000000000004,0.26666666666666666,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']"
