mode,query,query_type,difficulty,latency,num_results,ndcg@5,ndcg@10,mrr,result_0_id,result_1_id,result_2_id,result_3_id,result_4_id,result_0_score,result_1_score,result_2_score,result_3_score,result_4_score
Pure_Vector,paper jam solution,keyword,easy,0.2787604331970215,50,0.5620437956204379,0.4808291559409294,0.5,202,206,204,209,205,0.6926429545438735,0.686651977870503,0.6745590710351173,0.6731238839129214,0.6666254492919008
Pure_Vector,how to reset the device,semantic,easy,0.17408204078674316,50,0.0,0.0379352391274895,0.1111111111111111,268,267,265,266,53,0.6421505370252986,0.6351532926919204,0.6251285862178229,0.6222486196342967,0.6167309372877223
Pure_Vector,scan to email,keyword,easy,0.17774748802185059,50,0.0,0.0,0.0,78,2794,14,82,1204,0.6246383114483146,0.6242506168195368,0.6191013614224188,0.6187414775239714,0.6177355608887147
Pure_Vector,replace toner cartridge,keyword,easy,0.1647930145263672,50,0.0,0.0,0.0,195,194,222,262,142,0.6745997970235481,0.6729816971351393,0.655082894817657,0.6516420258756466,0.6513949133611657
Pure_Vector,connect printer to wifi network,semantic,medium,0.09998703002929688,50,0.21897810218978103,0.2621595989703292,0.5,27,29,69,32,36,0.7850082158799545,0.7780667129935885,0.7779567988442782,0.7703856493470266,0.7703085041937356
Pure_Vector,software update for printer,semantic,medium,0.09049272537231445,50,0.0,0.0,0.0,63,64,273,16,58,0.7360826795749668,0.6987775902075601,0.6942101274631093,0.6940662443922769,0.6925967471655017
Pure_Vector,print from mobile phone,semantic,medium,0.09590315818786621,50,0.0,0.0,0.0,68,77,78,66,17,0.7415253466626143,0.7017987497417754,0.6901604084996046,0.6852324545715662,0.6826624583592756
Pure_Vector,troubleshoot print quality,semantic,hard,0.05622577667236328,50,0.583941605839416,0.455222869529874,1.0,222,255,223,298,264,0.7446639557969048,0.7323928831902741,0.7320814016736945,0.712830814968804,0.712564587677837
Pure_Vector,configure network settings,semantic,hard,0.05867600440979004,50,0.36496350364963503,0.28451429345617124,0.5,53,58,254,246,59,0.6615731539381294,0.6603486503095278,0.6491967391759437,0.6475575637373977,0.6458855403307536
Pure_Vector,send fax to multiple recipients,semantic,hard,0.053658485412597656,50,0.8905109489051095,0.7429887549112586,1.0,96,88,87,133,91,0.71742120821079,0.7090776300257058,0.6989668343319739,0.6770734547642907,0.6718526170478976
Pure_Vector,clean the printhead,semantic,medium,0.05766582489013672,50,0.0,0.0,0.0,264,262,255,263,259,0.7486265576905563,0.7359180933751227,0.7278504662031107,0.7179123785893445,0.7000340540881899
Pure_Vector,factory reset printer,semantic,medium,0.0719301700592041,50,0.0,0.0,0.0,269,265,63,268,208,0.7061914985521514,0.6939474781132954,0.6921939662851376,0.6902140006114221,0.6852852840586731
Pure_Vector,check ink level,keyword,easy,0.06430244445800781,50,0.43795620437956206,0.34141715214740553,1.0,192,142,49,72,71,0.7446749623522761,0.7254146688960511,0.6699068840621014,0.6689638502602494,0.6658651410453444
Pure_Vector,duplex printing setup,semantic,medium,0.09840059280395508,50,0.0,0.0,0.0,50,157,155,151,186,0.6734480788130832,0.6722788155238508,0.6661707014138821,0.6639405235355119,0.6636800591414115
Pure_Vector,scan document to USB drive,semantic,medium,0.09746384620666504,50,0.43795620437956206,0.34141715214740553,1.0,79,78,77,82,68,0.7312516212627381,0.6759073456851524,0.6744134578825535,0.6562312495198703,0.6502245468485076
Pure_Vector,maintenance schedule,keyword,medium,0.09987640380859375,50,0.43795620437956206,0.34141715214740553,1.0,259,1142,285,291,1454,0.6074308799661867,0.5990434138600801,0.5977893161313421,0.5975003956693051,0.596932481852981
Pure_Vector,energy saving mode,keyword,easy,0.0852968692779541,50,0.6569343065693432,0.5121257282211082,1.0,282,61,1457,1454,291,0.6484562209755127,0.6395136267404051,0.6384582153752855,0.6328674937306298,0.6319554318388133
Pure_Vector,change paper size,keyword,easy,0.09459829330444336,50,0.43795620437956206,0.3901910310256063,1.0,49,213,39,43,45,0.7246142262827892,0.6933497141999433,0.6925881125594554,0.6925881125594554,0.6925881125594554
Pure_Vector,how to install printer driver,semantic,medium,0.11045050621032715,50,0.0,0.0,0.0,30,220,27,36,279,0.7297281333388427,0.7233906366292456,0.7230489630196915,0.7221806069648187,0.7208343250209449
Pure_Vector,wireless connection setup,semantic,medium,0.08441996574401855,50,0.30656934306569344,0.28166915052160957,0.5,314,31,27,25,29,0.6564405883920089,0.6343319695453493,0.6312883821555506,0.6301497751742289,0.6285912453806988
Pure_BM25,paper jam solution,keyword,easy,3.0472140312194824,50,0.5620437956204379,0.48692589080070453,0.5,entry_200_9426c9c9,entry_206_1634029c,entry_205_73f16dec,entry_204_817d43f1,entry_203_e39e4186,,,,,
Pure_BM25,how to reset the device,semantic,easy,0.09894871711730957,50,0.145985401459854,0.1138057173824685,0.3333333333333333,entry_266_5065ce57,entry_267_0ac1f740,entry_207_fcc33bea,entry_78_95d6a64f,entry_264_7c31e7a1,,,,,
Pure_BM25,scan to email,keyword,easy,0.11426901817321777,50,0.0,0.0,0.0,entry_77_7ea2dbe4,entry_15_a7ae3a62,entry_81_9d19d69d,entry_79_2afb7d72,entry_80_8dcaba9f,,,,,
Pure_BM25,replace toner cartridge,keyword,easy,0.09998774528503418,50,0.0,0.0,0.0625,entry_194_730871a4,entry_72_9deff648,entry_141_09e6e998,entry_191_ab36f106,entry_303_9d380792,,,,,
Pure_BM25,connect printer to wifi network,semantic,medium,0.07897686958312988,50,0.41605839416058393,0.3243462945400352,0.5,entry_31_c68b56e1,entry_23_e2d47abd,entry_34_52f8504f,entry_28_9aff5131,entry_30_cb4e6ca1,,,,,
Pure_BM25,software update for printer,semantic,medium,0.07837343215942383,50,0.0,0.0,0.0,entry_62_93409445,entry_63_f26b5d3b,entry_15_a7ae3a62,entry_272_30582464,entry_16_dc3d09c8,,,,,
Pure_BM25,print from mobile phone,semantic,medium,0.12148499488830566,50,0.0,0.0,0.0,entry_67_5fc9c5ef,entry_64_45d32212,entry_68_44073e9c,entry_243_04adbdd7,entry_76_816b45c4,,,,,
Pure_BM25,troubleshoot print quality,semantic,hard,0.10151267051696777,50,0.5255474452554745,0.40970058257688663,1.0,entry_221_17a2da2a,entry_254_e5e88dc9,entry_213_834e8aba,entry_218_5d3c67e4,entry_222_270dc38a,,,,,
Pure_BM25,configure network settings,semantic,hard,0.09688186645507812,50,0.0,0.0910445739059748,0.16666666666666666,entry_58_1def4e7b,entry_53_9c0b6bdd,entry_119_bd85f096,entry_52_77164596,entry_111_21aa28d5,,,,,
Pure_BM25,send fax to multiple recipients,semantic,hard,0.0886385440826416,50,0.6569343065693432,0.5988348462267986,1.0,entry_95_ed8e19f6,entry_87_50c49fe7,entry_94_99fa315e,entry_88_f65c8d87,entry_85_c1e10206,,,,,
Pure_BM25,clean the printhead,semantic,medium,0.08139967918395996,50,0.0,0.0,0.0,entry_249_1dd3487e,entry_263_300c8f6d,entry_287_4ea6a3ab,entry_190_ac158dce,entry_8_ecd7f9f7,,,,,
Pure_BM25,factory reset printer,semantic,medium,0.09282231330871582,50,0.0,0.0,0.0,entry_207_fcc33bea,entry_266_5065ce57,entry_267_0ac1f740,entry_268_5d8b6239,entry_264_7c31e7a1,,,,,
Pure_BM25,check ink level,keyword,easy,0.08164262771606445,50,0.43795620437956206,0.34141715214740553,1.0,entry_191_ab36f106,entry_141_09e6e998,entry_72_9deff648,entry_222_270dc38a,entry_192_298e3df7,,,,,
Pure_BM25,duplex printing setup,semantic,medium,0.10149741172790527,50,0.0,0.0,0.0,entry_29_8f1ad37f,22997c29-cc9d-40d2-970d-0cf51a0391d7,entry_187_90bf96dc,entry_149_961ab461,entry_216_67728a12,,,,,
