mode,query,query_type,difficulty,latency,ndcg@5,ndcg@10,mrr,recall@5,recall@10,precision@5,precision@10,f1@5,f1@10,relevant_count,result_doc_types
Hybrid_CrossEncoder_L6,factory reset printer,semantic,medium,20.509253978729248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,check ink level,keyword,easy,21.020073890686035,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,1.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,duplex printing setup,semantic,medium,21.420799255371094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,scan document to USB drive,semantic,medium,26.079843997955322,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,2.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,maintenance schedule,keyword,medium,25.836117029190063,0.10948905109489052,0.08535428803685138,0.25,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,2.0,"[""Other"", ""Other"", ""Other"", ""TechDocs"", ""Other"", ""Other"", ""Other"", ""Other"", ""Healthcare"", ""Game""]"
Hybrid_CrossEncoder_L6,energy saving mode,keyword,easy,29.31167721748352,0.36496350364963503,0.28451429345617124,0.5,0.6666666666666666,0.6666666666666666,0.4,0.2,0.5,0.30769230769230765,5.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""Other"", ""Other"", ""TechDocs"", ""Game"", ""Other"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,change paper size,keyword,easy,15.490847826004028,0.5255474452554745,0.40970058257688663,1.0,0.6666666666666666,0.6666666666666666,0.4,0.2,0.5,0.30769230769230765,3.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,how to install printer driver,semantic,medium,21.55113410949707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L6,wireless connection setup,semantic,medium,24.893940687179565,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,3.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,paper jam solution,keyword,easy,50.171162366867065,0.8905109489051095,0.7511177347242922,1.0,1.0,1.25,0.8,0.5,0.888888888888889,0.7142857142857143,6.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,how to reset the device,semantic,easy,40.60316491127014,0.0,0.0379352391274895,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1,0,0.15384615384615383,1.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,scan to email,keyword,easy,34.720290660858154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,replace toner cartridge,keyword,easy,37.41669011116028,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0,0,1.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,connect printer to wifi network,semantic,medium,37.49938774108887,0.6569343065693432,0.5690285869123426,1.0,0.6666666666666666,1.0,0.4,0.3,0.5,0.4615384615384615,3.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,software update for printer,semantic,medium,36.463804721832275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,print from mobile phone,semantic,medium,43.66271734237671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,troubleshoot print quality,semantic,hard,30.592114686965942,0.5474452554744526,0.4267714401842569,1.0,0.6666666666666666,0.6666666666666666,0.4,0.2,0.5,0.30769230769230765,2.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,configure network settings,semantic,hard,47.72780728340149,0.08759124087591241,0.1109605744479068,0.2,0.3333333333333333,0.6666666666666666,0.2,0.2,0.25,0.30769230769230765,3.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,send fax to multiple recipients,semantic,hard,35.26241207122803,0.6715328467153284,0.5955832543015852,1.0,1.0,1.6666666666666667,0.6,0.5,0.7499999999999999,0.7692307692307692,8.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,clean the printhead,semantic,medium,44.28624677658081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,factory reset printer,semantic,medium,38.69699835777283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,check ink level,keyword,easy,38.21086573600769,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,1.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""Game"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,duplex printing setup,semantic,medium,42.035682678222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,scan document to USB drive,semantic,medium,39.43682599067688,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,2.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,maintenance schedule,keyword,medium,55.39516639709473,0.0,0.04267714401842569,0.125,0.0,0.3333333333333333,0.0,0.1,0,0.15384615384615383,2.0,"[""TechDocs"", ""TechDocs"", ""Game"", ""Other"", ""Other"", ""Other"", ""Other"", ""TechDocs"", ""Other"", ""Other""]"
Hybrid_CrossEncoder_L12,energy saving mode,keyword,easy,53.06030464172363,0.5255474452554745,0.40970058257688663,1.0,0.6666666666666666,0.6666666666666666,0.4,0.2,0.5,0.30769230769230765,5.0,"[""TechDocs"", ""Game"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""Other"", ""Game"", ""TechDocs"", ""TechDocs"", ""Other""]"
Hybrid_CrossEncoder_L12,change paper size,keyword,easy,34.00702929496765,0.5255474452554745,0.40970058257688663,1.0,0.6666666666666666,0.6666666666666666,0.4,0.2,0.5,0.30769230769230765,3.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,how to install printer driver,semantic,medium,35.05672883987427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
Hybrid_CrossEncoder_L12,wireless connection setup,semantic,medium,39.555317640304565,0.43795620437956206,0.34141715214740553,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1,0.25,0.15384615384615383,4.0,"[""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs"", ""TechDocs""]"
